Compound,Workflow,,,,,,,,,,,,,,,,,,,Retention Time,,,PTC Confirmed RT,SMILES
Quinalphos,Fragment,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
Quinalphos,Fragment,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
Quinalphos,Fragment,,,,,,,,,,,,,,,,,,,7.52,,,,CCOP(=S)(OCC)OC1=NC2=CC=CC=C2N=C1
Quinclorac,TargetPeak,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinclorac,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinclorac,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinclorac,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinclorac,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinclorac,Fragment,,,,,,,,,,,,,,,,,,,4.78,,,,C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl
Quinidine,TargetPeak,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinidine,Fragment,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinidine,Fragment,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinidine,Fragment,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinidine,Fragment,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinidine,Fragment,,,,,,,,,,,,,,,,,,,3.9,,,,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,TargetPeak,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,Fragment,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,Fragment,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,Fragment,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,Fragment,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinine,Fragment,,,,,,,,,,,,,,,,,,,3.98,,,4.18,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
Quinoclamine,TargetPeak,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinoclamine,Fragment,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinoclamine,Fragment,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinoclamine,Fragment,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinoclamine,Fragment,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinoclamine,Fragment,,,,,,,,,,,,,,,,,,,5.11,,,,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)N
Quinupramine,TargetPeak,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quinupramine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quinupramine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quinupramine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quinupramine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quinupramine,Fragment,,,,,,,,,,,,,,,,,,,5.87,,,,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
Quizalofopmethyl,TargetPeak,,,,,,,,,,,,,,,,,,,7.82,,,,
Quizalofopmethyl,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,
Quizalofopmethyl,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,
Quizalofopmethyl,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,
Quizalofopmethyl,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,
Quizalofopmethyl,Fragment,,,,,,,,,,,,,,,,,,,7.82,,,,
QuizalofopPtefuryl,TargetPeak,,,,,,,,,,,,,,,,,,,8.07,,,,
QuizalofopPtefuryl,Fragment,,,,,,,,,,,,,,,,,,,8.07,,,,
QuizalofopPtefuryl,Fragment,,,,,,,,,,,,,,,,,,,8.07,,,,
QuizalofopPtefuryl,Fragment,,,,,,,,,,,,,,,,,,,8.07,,,,
QuizalofopPtefuryl,Fragment,,,,,,,,,,,,,,,,,,,8.07,,,,
QuizalofopPtefuryl,Fragment,,,,,,,,,,,,,,,,,,,8.07,,,,
RApocodeine,TargetPeak,,,,,,,,,,,,,,,,,,,4.21,,,,
RApocodeine,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,
RApocodeine,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,
RApocodeine,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,
RApocodeine,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,
RApocodeine,Fragment,,,,,,,,,,,,,,,,,,,4.21,,,,
RCathinone,TargetPeak,,,,,,,,,,,,,,,,,,,2.26,,,,
RCathinone,Fragment,,,,,,,,,,,,,,,,,,,2.26,,,,
RCathinone,Fragment,,,,,,,,,,,,,,,,,,,2.26,,,,
RCathinone,Fragment,,,,,,,,,,,,,,,,,,,2.26,,,,
RCathinone,Fragment,,,,,,,,,,,,,,,,,,,2.26,,,,
RCathinone,Fragment,,,,,,,,,,,,,,,,,,,2.26,,,,
RChloroquine,TargetPeak,,,,,,,,,,,,,,,,,,,2.95,,,,
RChloroquine,Fragment,,,,,,,,,,,,,,,,,,,2.95,,,,
RChloroquine,Fragment,,,,,,,,,,,,,,,,,,,2.95,,,,
RChloroquine,Fragment,,,,,,,,,,,,,,,,,,,2.95,,,,
RChloroquine,Fragment,,,,,,,,,,,,,,,,,,,2.95,,,,
RChloroquine,Fragment,,,,,,,,,,,,,,,,,,,2.95,,,,
Rmethylcathinone,TargetPeak,,,,,,,,,,,,,,,,,,,2.52,,,,
Rmethylcathinone,Fragment,,,,,,,,,,,,,,,,,,,2.52,,,,
Rmethylcathinone,Fragment,,,,,,,,,,,,,,,,,,,2.52,,,,
Rmethylcathinone,Fragment,,,,,,,,,,,,,,,,,,,2.52,,,,
Rmethylcathinone,Fragment,,,,,,,,,,,,,,,,,,,2.52,,,,
Rabenzazole,TargetPeak,,,,,,,,,,,,,,,,,,,5.76,,,,CC1=CC(=NN1C2=NC3=CC=CC=C3N2)C
Rabenzazole,Fragment,,,,,,,,,,,,,,,,,,,5.76,,,,CC1=CC(=NN1C2=NC3=CC=CC=C3N2)C
Ractopamine,TargetPeak,,,,,,,,,,,,,,,,,,,3.73,,,,
Ractopamine,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,
Ractopamine,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,
Ractopamine,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,
Ractopamine,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,
Ractopamine,Fragment,,,,,,,,,,,,,,,,,,,3.73,,,,
Raltegravir,TargetPeak,,,,,,,,,,,,,,,,,,,6.02,,,,
Raltegravir,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Raltegravir,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,TargetPeak,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ramipril,Fragment,,,,,,,,,,,,,,,,,,,6.02,,,,
Ranitidine,TargetPeak,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
Ranitidine,Fragment,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
Ranitidine,Fragment,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
Ranitidine,Fragment,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
Ranitidine,Fragment,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
Ranitidine,Fragment,,,,,,,,,,,,,,,,,,,2.66,,,,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
RCS 4,TargetPeak,,,,,,,,,,,,,,,,,,,8.25,,,,
RCS 4,Fragment,,,,,,,,,,,,,,,,,,,8.25,,,,
RCS 4N5Carboxypentyl,TargetPeak,,,,,,,,,,,,,,,,,,,6.81,,,,
RCS 4N5Carboxypentyl,Fragment,,,,,,,,,,,,,,,,,,,6.81,,,,
RCS 4N5Hydroxypentyl,TargetPeak,,,,,,,,,,,,,,,,,,,6.84,,,,
RCS 4N5Hydroxypentyl,Fragment,,,,,,,,,,,,,,,,,,,6.84,,,,
RCS 8,TargetPeak,,,,,,,,,,,,,,,,,,,8.98,,,,COC1=CC=CC=C1CC(=O)C2=CN(C3=CC=CC=C32)CCC4CCCCC4
RCS 8,Fragment,,,,,,,,,,,,,,,,,,,8.98,,,,COC1=CC=CC=C1CC(=O)C2=CN(C3=CC=CC=C32)CCC4CCCCC4
RCS 8,Fragment,,,,,,,,,,,,,,,,,,,8.98,,,,COC1=CC=CC=C1CC(=O)C2=CN(C3=CC=CC=C32)CCC4CCCCC4
Remifentanyl,TargetPeak,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Remifentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Remifentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Remifentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Remifentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Remifentanyl,Fragment,,,,,,,,,,,,,,,,,,,4.47,,,,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC
Repaglinide,TargetPeak,,,,,,,,,,,,,,,,,,,7.06,,,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Repaglinide,Fragment,,,,,,,,,,,,,,,,,,,7.06,,,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Repaglinide,Fragment,,,,,,,,,,,,,,,,,,,7.06,,,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Repaglinide,Fragment,,,,,,,,,,,,,,,,,,,7.06,,,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Repaglinide,Fragment,,,,,,,,,,,,,,,,,,,7.06,,,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
Rescinnamine,TargetPeak,,,,,,,,,,,,,,,,,,,6.55,,,,
Rescinnamine,Fragment,,,,,,,,,,,,,,,,,,,6.55,,,,
Rescinnamine,Fragment,,,,,,,,,,,,,,,,,,,6.55,,,,
Rescinnamine,Fragment,,,,,,,,,,,,,,,,,,,6.55,,,,
Rescinnamine,Fragment,,,,,,,,,,,,,,,,,,,6.55,,,,
Rescinnamine,Fragment,,,,,,,,,,,,,,,,,,,6.55,,,,
Reserpineneg,TargetPeak,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpineneg,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpineneg,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpineneg,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpineneg,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpineneg,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,TargetPeak,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Reserpinepos,Fragment,,,,,,,,,,,,,,,,,,,6.41,,,,
Resmethrin,TargetPeak,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Resmethrin,Fragment,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Resmethrin,Fragment,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Resmethrin,Fragment,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Resmethrin,Fragment,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Resmethrin,Fragment,,,,,,,,,,,,,,,,,,,9.14,,,,CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
Retrosine,TargetPeak,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Retrosine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Retrosine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Retrosine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Retrosine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Retrosine,Fragment,,,,,,,,,,,,,,,,,,,3.22,,,,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
Ribavirin,TargetPeak,,,,,,,,,,,,,,,,,,,0.38,,,,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Ribavirin,Fragment,,,,,,,,,,,,,,,,,,,0.38,,,,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Ribavirin,Fragment,,,,,,,,,,,,,,,,,,,0.38,,,,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Ribavirin,Fragment,,,,,,,,,,,,,,,,,,,0.38,,,,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
Riboflavinneg,TargetPeak,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinneg,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinneg,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinneg,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinneg,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,TargetPeak,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Riboflavinpos,Fragment,,,,,,,,,,,,,,,,,,,3.44,,,,
Ricinine,TargetPeak,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Ricinine,Fragment,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Ricinine,Fragment,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Ricinine,Fragment,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Ricinine,Fragment,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Ricinine,Fragment,,,,,,,,,,,,,,,,,,,2.83,,,,CN1C=CC(=C(C1=O)C#N)OC
Rifabutin,TargetPeak,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifabutin,Fragment,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifabutin,Fragment,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifabutin,Fragment,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifabutin,Fragment,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rifabutin,Fragment,,,,,,,,,,,,,,,,,,,7.13,,,,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C
Rimsulfuron,TargetPeak,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Rimsulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Rimsulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Rimsulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Rimsulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Rimsulfuron,Fragment,,,,,,,,,,,,,,,,,,,6.05,,,,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC
Risperidone,TargetPeak,,,,,,,,,,,,,,,,,,,4.67,,,4.78,
Risperidone,Fragment,,,,,,,,,,,,,,,,,,,4.67,,,4.78,
Ritalinicacid,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Ritalinicacid,Fragment,,,,,,,,,,,,,,,,,,,,,,,
Ritalinicacidd4,TargetPeak,,,,,,,,,,,,,,,,,,,,,,,
Ritonavir,TargetPeak,,,,,,,,,,,,,,,,,,,7.99,,,,
Ritonavir,Fragment,,,,,,,,,,,,,,,,,,,7.99,,,,
Ritonavir,Fragment,,,,,,,,,,,,,,,,,,,7.99,,,,
Ritonavir,Fragment,,,,,,,,,,,,,,,,,,,7.99,,,,
Ritonavir,Fragment,,,,,,,,,,,,,,,,,,,7.99,,,,
Ritonavir,Fragment,,,,,,,,,,,,,,,,,,,7.99,,,,
Rivaroxaban,TargetPeak,,,,,,,,,,,,,,,,,,,5.73,,,,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Rivaroxaban,Fragment,,,,,,,,,,,,,,,,,,,5.73,,,,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl
Romifidine,TargetPeak,,,,,,,,,,,,,,,,,,,2.64,,,,
Romifidine,Fragment,,,,,,,,,,,,,,,,,,,2.64,,,,
Romifidine,Fragment,,,,,,,,,,,,,,,,,,,2.64,,,,
Romifidine,Fragment,,,,,,,,,,,,,,,,,,,2.64,,,,
Romifidine,Fragment,,,,,,,,,,,,,,,,,,,2.64,,,,
Romifidine,Fragment,,,,,,,,,,,,,,,,,,,2.64,,,,
Ronidazole,TargetPeak,,,,,,,,,,,,,,,,,,,2.58,,,,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
Ronidazole,Fragment,,,,,,,,,,,,,,,,,,,2.58,,,,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
Ronidazole,Fragment,,,,,,,,,,,,,,,,,,,2.58,,,,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
Ronidazole,Fragment,,,,,,,,,,,,,,,,,,,2.58,,,,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-]
Ropivacaine,TargetPeak,,,,,,,,,,,,,,,,,,,4.3,,,,
Ropivacaine,Fragment,,,,,,,,,,,,,,,,,,,4.3,,,,
Rosiglitazone,TargetPeak,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rosiglitazone,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rosiglitazone,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rosiglitazone,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rosiglitazone,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rosiglitazone,Fragment,,,,,,,,,,,,,,,,,,,4.43,,,,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
Rotenone,TargetPeak,,,,,,,,,,,,,,,,,,,7.53,,,,
Rotenone,Fragment,,,,,,,,,,,,,,,,,,,7.53,,,,
Rotenone,Fragment,,,,,,,,,,,,,,,,,,,7.53,,,,
Rotenone,Fragment,,,,,,,,,,,,,,,,,,,7.53,,,,
Rotenone,Fragment,,,,,,,,,,,,,,,,,,,7.53,,,,
Rotenone,Fragment,,,,,,,,,,,,,,,,,,,7.53,,,,
Roxithromycin,TargetPeak,,,,,,,,,,,,,,,,,,,6.45,,,,
Roxithromycin,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,
Roxithromycin,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,
Roxithromycin,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,
Roxithromycin,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,
Roxithromycin,Fragment,,,,,,,,,,,,,,,,,,,6.45,,,,
Rufinamide,TargetPeak,,,,,,,,,,,,,,,,,,,4.32,,,,
Rufinamide,Fragment,,,,,,,,,,,,,,,,,,,4.32,,,,
Rufinamide,Fragment,,,,,,,,,,,,,,,,,,,4.32,,,,
SDropropizine,TargetPeak,,,,,,,,,,,,,,,,,,,2.63,,,,
SDropropizine,Fragment,,,,,,,,,,,,,,,,,,,2.63,,,,
SDropropizine,Fragment,,,,,,,,,,,,,,,,,,,2.63,,,,
SDropropizine,Fragment,,,,,,,,,,,,,,,,,,,2.63,,,,
SDropropizine,Fragment,,,,,,,,,,,,,,,,,,,2.63,,,,
SDropropizine,Fragment,,,,,,,,,,,,,,,,,,,2.63,,,,
SMetolachlor,TargetPeak,,,,,,,,,,,,,,,,,,,7.29,,,,
SMetolachlor,Fragment,,,,,,,,,,,,,,,,,,,7.29,,,,
SMetolachlor,Fragment,,,,,,,,,,,,,,,,,,,7.29,,,,
SMetolachlor,Fragment,,,,,,,,,,,,,,,,,,,7.29,,,,
SMetolachlor,Fragment,,,,,,,,,,,,,,,,,,,7.29,,,,
Salbutamol,TargetPeak,,,,,,,,,,,,,,,,,,,2.37,,,,
Salbutamol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,
Salbutamol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,
Salbutamol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,
Salbutamol,Fragment,,,,,,,,,,,,,,,,,,,2.37,,,,
